harness,kind,category,name,covered,our_equivalent,similar_to,decision,path,description
everything-claude-code,command,commands,hookify-help,no,,,,commands/hookify-help.md,Get help with the hookify system
everything-claude-code,command,commands,hookify-list,no,,,,commands/hookify-list.md,List all configured hookify rules
everything-claude-code,command,commands,instinct-export,no,,,,commands/instinct-export.md,Export instincts from project/global scope to a file
everything-claude-code,command,commands,instinct-import,no,,,,commands/instinct-import.md,Import instincts from file or URL into project/global scope
everything-claude-code,command,commands,instinct-status,no,,harness-status (62%),,commands/instinct-status.md,Show learned instincts (project + global) with confidence
everything-claude-code,command,commands,jira,no,,,,commands/jira.md,"Retrieve a Jira ticket, analyze requirements, update status, or add comments. Uses the jira-integration skill and MCP or REST API."
everything-claude-code,command,commands,kotlin-build,no,,,,commands/kotlin-build.md,"Fix Kotlin/Gradle build errors, compiler warnings, and dependency issues incrementally. Invokes the kotlin-build-resolver agent for minimal, surgical fixes."
everything-claude-code,command,commands,kotlin-review,no,,codex-review (64%),,commands/kotlin-review.md,"Comprehensive Kotlin code review for idiomatic patterns, null safety, coroutine safety, and security. Invokes the kotlin-reviewer agent."
everything-claude-code,command,commands,kotlin-test,no,,,,commands/kotlin-test.md,"Enforce TDD workflow for Kotlin. Write Kotest tests first, then implement. Verify 80%+ coverage with Kover."
everything-claude-code,command,commands,learn,no,,,,commands/learn.md,
everything-claude-code,command,commands,learn-eval,no,,,,commands/learn-eval.md,"Extract reusable patterns from the session, self-evaluate quality before saving, and determine the right save location (Global vs Project)."
everything-claude-code,command,commands,loop-start,no,,,,commands/loop-start.md,
everything-claude-code,command,commands,loop-status,no,,,,commands/loop-status.md,
everything-claude-code,command,commands,model-route,no,,,,commands/model-route.md,
everything-claude-code,command,commands,multi-backend,no,,,,commands/multi-backend.md,
everything-claude-code,command,commands,multi-execute,no,,,,commands/multi-execute.md,
everything-claude-code,command,commands,multi-frontend,no,,,,commands/multi-frontend.md,
everything-claude-code,command,commands,multi-plan,no,,,,commands/multi-plan.md,
everything-claude-code,command,commands,multi-workflow,no,,,,commands/multi-workflow.md,
everything-claude-code,command,commands,orchestrate,no,,,,commands/orchestrate.md,Legacy slash-entry shim for dmux-workflows and autonomous-agent-harness. Prefer the skills directly.
everything-claude-code,command,commands,plan,no,,,,commands/plan.md,"Restate requirements, assess risks, and create step-by-step implementation plan. WAIT for user CONFIRM before touching any code."
everything-claude-code,command,commands,pm2,no,,,,commands/pm2.md,
everything-claude-code,command,commands,projects,no,,,,commands/projects.md,List known projects and their instinct statistics
everything-claude-code,command,commands,promote,no,,,,commands/promote.md,Promote project-scoped instincts to global scope
everything-claude-code,command,commands,prompt-optimize,no,,,,commands/prompt-optimize.md,Legacy slash-entry shim for the prompt-optimizer skill. Prefer the skill directly.
everything-claude-code,command,commands,prp-commit,no,,,,commands/prp-commit.md,Quick commit with natural language file targeting — describe what to commit in plain English
everything-claude-code,command,commands,prp-implement,no,,codex-implement (71%),,commands/prp-implement.md,Execute an implementation plan with rigorous validation loops
everything-claude-code,command,commands,prp-plan,no,,,,commands/prp-plan.md,Create comprehensive feature implementation plan with codebase analysis and pattern extraction
everything-claude-code,command,commands,prp-pr,no,,,,commands/prp-pr.md,"Create a GitHub PR from current branch with unpushed commits — discovers templates, analyzes changes, pushes"
everything-claude-code,command,commands,prp-prd,no,,,,commands/prp-prd.md,"Interactive PRD generator - problem-first, hypothesis-driven product spec with back-and-forth questioning"
everything-claude-code,command,commands,prune,no,,,,commands/prune.md,Delete pending instincts older than 30 days that were never promoted
everything-claude-code,command,commands,python-review,no,,codex-review (64%),,commands/python-review.md,"Comprehensive Python code review for PEP 8 compliance, type hints, security, and Pythonic idioms. Invokes the python-reviewer agent."
everything-claude-code,command,commands,quality-gate,no,,,,commands/quality-gate.md,
everything-claude-code,command,commands,refactor-clean,no,,,,commands/refactor-clean.md,
everything-claude-code,command,commands,resume-session,no,,,,commands/resume-session.md,Load the most recent session file from ~/.claude/session-data/ and resume work with full context from where the last session ended.
everything-claude-code,command,commands,review-pr,no,,,,commands/review-pr.md,Comprehensive PR review using specialized agents
everything-claude-code,command,commands,rules-distill,no,,,,commands/rules-distill.md,Legacy slash-entry shim for the rules-distill skill. Prefer the skill directly.
everything-claude-code,command,commands,rust-build,no,,,,commands/rust-build.md,"Fix Rust build errors, borrow checker issues, and dependency problems incrementally. Invokes the rust-build-resolver agent for minimal, surgical fixes."
everything-claude-code,command,commands,rust-review,no,,,,commands/rust-review.md,"Comprehensive Rust code review for ownership, lifetimes, error handling, unsafe usage, and idiomatic patterns. Invokes the rust-reviewer agent."
everything-claude-code,command,commands,rust-test,no,,,,commands/rust-test.md,"Enforce TDD workflow for Rust. Write tests first, then implement. Verify 80%+ coverage with cargo-llvm-cov."
everything-claude-code,command,commands,santa-loop,no,,,,commands/santa-loop.md,Adversarial dual-review convergence loop — two independent model reviewers must both approve before code ships.
everything-claude-code,command,commands,save-session,no,,,,commands/save-session.md,Save current session state to a dated file in ~/.claude/session-data/ so work can be resumed in a future session with full context.
everything-claude-code,command,commands,security,no,,,,.opencode/commands/security.md,Run comprehensive security review
everything-claude-code,command,commands,sessions,no,,,,commands/sessions.md,"Manage Claude Code session history, aliases, and session metadata."
everything-claude-code,command,commands,setup-pm,no,,setup (77%),,commands/setup-pm.md,Configure your preferred package manager (npm/pnpm/yarn/bun)
everything-claude-code,command,commands,skill-create,no,,,,commands/skill-create.md,Analyze local git history to extract coding patterns and generate SKILL.md files. Local version of the Skill Creator GitHub App.
everything-claude-code,command,commands,skill-health,no,,,,commands/skill-health.md,Show skill portfolio health dashboard with charts and analytics
everything-claude-code,command,commands,tdd,no,,,,commands/tdd.md,Legacy slash-entry shim for the tdd-workflow skill. Prefer the skill directly.
everything-claude-code,command,commands,test-coverage,no,,,,commands/test-coverage.md,
everything-claude-code,command,commands,update-codemaps,no,,,,commands/update-codemaps.md,
everything-claude-code,command,commands,update-docs,no,,update (71%),,commands/update-docs.md,
everything-claude-code,command,commands,verify,no,,,,commands/verify.md,Legacy slash-entry shim for the verification-loop skill. Prefer the skill directly.
everything-claude-code,hook,hooks,adapter.js,no,,,,.cursor/hooks/adapter.js,
everything-claude-code,hook,hooks,after-file-edit.js,no,,,,.cursor/hooks/after-file-edit.js,
everything-claude-code,hook,hooks,after-mcp-execution.js,no,,,,.cursor/hooks/after-mcp-execution.js,
everything-claude-code,hook,hooks,after-shell-execution.js,no,,,,.cursor/hooks/after-shell-execution.js,
everything-claude-code,hook,hooks,after-tab-file-edit.js,no,,,,.cursor/hooks/after-tab-file-edit.js,
everything-claude-code,hook,hooks,auto-tmux-dev.js,no,,,,scripts/hooks/auto-tmux-dev.js,
everything-claude-code,hook,hooks,before-mcp-execution.js,no,,,,.cursor/hooks/before-mcp-execution.js,
everything-claude-code,hook,hooks,before-read-file.js,no,,,,.cursor/hooks/before-read-file.js,
everything-claude-code,hook,hooks,before-shell-execution.js,no,,,,.cursor/hooks/before-shell-execution.js,
everything-claude-code,hook,hooks,before-submit-prompt.js,no,,,,.cursor/hooks/before-submit-prompt.js,
everything-claude-code,hook,hooks,before-tab-file-read.js,no,,,,.cursor/hooks/before-tab-file-read.js,
everything-claude-code,hook,hooks,check-console-log.js,no,,,,scripts/hooks/check-console-log.js,
everything-claude-code,hook,hooks,check-hook-enabled.js,no,,,,scripts/hooks/check-hook-enabled.js,
everything-claude-code,hook,hooks,config-protection.js,no,,,,scripts/hooks/config-protection.js,
everything-claude-code,hook,hooks,cost-tracker.js,no,,,,scripts/hooks/cost-tracker.js,
everything-claude-code,hook,hooks,design-quality-check.js,no,,,,scripts/hooks/design-quality-check.js,
everything-claude-code,hook,hooks,desktop-notify.js,no,,,,scripts/hooks/desktop-notify.js,
everything-claude-code,hook,hooks,doc-file-warning.js,no,,,,scripts/hooks/doc-file-warning.js,
everything-claude-code,hook,hooks,evaluate-session.js,no,,,,scripts/hooks/evaluate-session.js,
everything-claude-code,hook,hooks,governance-capture.js,no,,,,scripts/hooks/governance-capture.js,
everything-claude-code,hook,hooks,mcp-health-check.js,no,,,,scripts/hooks/mcp-health-check.js,
everything-claude-code,hook,hooks,observe.sh,no,,,,skills/continuous-learning-v2/hooks/observe.sh,
everything-claude-code,hook,hooks,post-bash-build-complete.js,no,,,,scripts/hooks/post-bash-build-complete.js,
everything-claude-code,hook,hooks,post-bash-command-log.js,no,,,,scripts/hooks/post-bash-command-log.js,
everything-claude-code,hook,hooks,post-bash-pr-created.js,no,,,,scripts/hooks/post-bash-pr-created.js,
everything-claude-code,hook,hooks,post-edit-accumulator.js,no,,,,scripts/hooks/post-edit-accumulator.js,
everything-claude-code,hook,hooks,post-edit-console-warn.js,no,,,,scripts/hooks/post-edit-console-warn.js,
everything-claude-code,hook,hooks,post-edit-format.js,no,,,,scripts/hooks/post-edit-format.js,
everything-claude-code,hook,hooks,post-edit-typecheck.js,no,,,,scripts/hooks/post-edit-typecheck.js,
everything-claude-code,hook,hooks,pre-bash-commit-quality.js,no,,,,scripts/hooks/pre-bash-commit-quality.js,
everything-claude-code,hook,hooks,pre-bash-dev-server-block.js,no,,,,scripts/hooks/pre-bash-dev-server-block.js,
everything-claude-code,hook,hooks,pre-bash-git-push-reminder.js,no,,,,scripts/hooks/pre-bash-git-push-reminder.js,
everything-claude-code,hook,hooks,pre-bash-tmux-reminder.js,no,,,,scripts/hooks/pre-bash-tmux-reminder.js,
everything-claude-code,hook,hooks,pre-compact.js,no,,,,.cursor/hooks/pre-compact.js,
everything-claude-code,hook,hooks,pre-compact.js,no,,,,scripts/hooks/pre-compact.js,
everything-claude-code,hook,hooks,pre-write-doc-warn.js,no,,,,scripts/hooks/pre-write-doc-warn.js,
everything-claude-code,hook,hooks,quality-gate.js,no,,,,scripts/hooks/quality-gate.js,
everything-claude-code,hook,hooks,run-with-flags-shell.sh,no,,,,scripts/hooks/run-with-flags-shell.sh,
everything-claude-code,hook,hooks,run-with-flags.js,no,,,,scripts/hooks/run-with-flags.js,
everything-claude-code,hook,hooks,session-end-marker.js,no,,,,scripts/hooks/session-end-marker.js,
everything-claude-code,hook,hooks,session-end.js,no,,,,.cursor/hooks/session-end.js,
everything-claude-code,hook,hooks,session-end.js,no,,,,scripts/hooks/session-end.js,
everything-claude-code,hook,hooks,session-start-bootstrap.js,no,,,,scripts/hooks/session-start-bootstrap.js,
everything-claude-code,hook,hooks,session-start.js,no,,,,.cursor/hooks/session-start.js,
everything-claude-code,hook,hooks,session-start.js,no,,,,scripts/hooks/session-start.js,
everything-claude-code,hook,hooks,session-start.mjs,no,,,,skills/ck/hooks/session-start.mjs,
everything-claude-code,hook,hooks,stop-format-typecheck.js,no,,,,scripts/hooks/stop-format-typecheck.js,
everything-claude-code,hook,hooks,stop.js,no,,,,.cursor/hooks/stop.js,
everything-claude-code,hook,hooks,subagent-start.js,no,,,,.cursor/hooks/subagent-start.js,
everything-claude-code,hook,hooks,subagent-stop.js,no,,,,.cursor/hooks/subagent-stop.js,
everything-claude-code,hook,hooks,suggest-compact.js,no,,,,scripts/hooks/suggest-compact.js,
everything-claude-code,mcp,,context7,no,,,,.mcp.json#context7,npx
everything-claude-code,mcp,,exa,no,,,,.mcp.json#exa,https://mcp.exa.ai/mcp
everything-claude-code,mcp,,github,no,,,,.mcp.json#github,npx
everything-claude-code,mcp,,memory,no,,,,.mcp.json#memory,npx
everything-claude-code,mcp,,playwright,no,,,,.mcp.json#playwright,npx
everything-claude-code,mcp,,sequential-thinking,no,,,,.mcp.json#sequential-thinking,npx
everything-claude-code,plugin,,ecc,no,,,,.claude-plugin/plugin.json,
everything-claude-code,rule,common,common/agents,no,,,,rules/common/agents.md,
everything-claude-code,rule,common,common/code-review,no,,,,rules/common/code-review.md,
everything-claude-code,rule,common,common/coding-style,no,,python/coding-style (79%),,rules/common/coding-style.md,
everything-claude-code,rule,common,common/development-workflow,no,,,,rules/common/development-workflow.md,
everything-claude-code,rule,common,common/git-workflow,no,,,,rules/common/git-workflow.md,
everything-claude-code,rule,common,common/hooks,no,,,,rules/common/hooks.md,
everything-claude-code,rule,common,common/patterns,no,,,,rules/common/patterns.md,
everything-claude-code,rule,common,common/performance,no,,,,rules/common/performance.md,
everything-claude-code,rule,common,common/security,no,,,,rules/common/security.md,
everything-claude-code,rule,common,common/testing,no,,python/testing (71%),,rules/common/testing.md,
everything-claude-code,rule,cpp,cpp/coding-style,no,,python/coding-style (80%),,rules/cpp/coding-style.md,
everything-claude-code,rule,cpp,cpp/hooks,no,,,,rules/cpp/hooks.md,
everything-claude-code,rule,cpp,cpp/patterns,no,,,,rules/cpp/patterns.md,
everything-claude-code,rule,cpp,cpp/security,no,,,,rules/cpp/security.md,
everything-claude-code,rule,cpp,cpp/testing,no,,python/testing (72%),,rules/cpp/testing.md,
everything-claude-code,rule,csharp,csharp/coding-style,no,,python/coding-style (74%),,rules/csharp/coding-style.md,
everything-claude-code,rule,csharp,csharp/hooks,no,,,,rules/csharp/hooks.md,
everything-claude-code,rule,csharp,csharp/patterns,no,,,,rules/csharp/patterns.md,
everything-claude-code,rule,csharp,csharp/security,no,,,,rules/csharp/security.md,
everything-claude-code,rule,csharp,csharp/testing,no,,python/testing (64%),,rules/csharp/testing.md,
everything-claude-code,rule,dart,dart/coding-style,no,,python/coding-style (78%),,rules/dart/coding-style.md,
everything-claude-code,rule,dart,dart/hooks,no,,,,rules/dart/hooks.md,
everything-claude-code,rule,dart,dart/patterns,no,,,,rules/dart/patterns.md,
everything-claude-code,rule,dart,dart/security,no,,,,rules/dart/security.md,
everything-claude-code,rule,dart,dart/testing,no,,python/testing (69%),,rules/dart/testing.md,
everything-claude-code,rule,golang,golang/coding-style,no,,python/coding-style (79%),,rules/golang/coding-style.md,
everything-claude-code,rule,golang,golang/hooks,no,,,,rules/golang/hooks.md,
everything-claude-code,rule,golang,golang/patterns,no,,,,rules/golang/patterns.md,
everything-claude-code,rule,golang,golang/security,no,,,,rules/golang/security.md,
everything-claude-code,rule,golang,golang/testing,no,,python/testing (71%),,rules/golang/testing.md,
everything-claude-code,rule,java,java/coding-style,no,,python/coding-style (72%),,rules/java/coding-style.md,
everything-claude-code,rule,java,java/hooks,no,,,,rules/java/hooks.md,
everything-claude-code,rule,java,java/patterns,no,,,,rules/java/patterns.md,
everything-claude-code,rule,java,java/security,no,,,,rules/java/security.md,
everything-claude-code,rule,java,java/testing,no,,,,rules/java/testing.md,
everything-claude-code,rule,kotlin,kotlin/coding-style,no,,python/coding-style (79%),,rules/kotlin/coding-style.md,
everything-claude-code,rule,kotlin,kotlin/hooks,no,,,,rules/kotlin/hooks.md,
everything-claude-code,rule,kotlin,kotlin/patterns,no,,,,rules/kotlin/patterns.md,
everything-claude-code,rule,kotlin,kotlin/security,no,,,,rules/kotlin/security.md,
everything-claude-code,rule,kotlin,kotlin/testing,no,,python/testing (71%),,rules/kotlin/testing.md,
everything-claude-code,rule,perl,perl/coding-style,no,,python/coding-style (78%),,rules/perl/coding-style.md,
everything-claude-code,rule,perl,perl/hooks,no,,,,rules/perl/hooks.md,
everything-claude-code,rule,perl,perl/patterns,no,,,,rules/perl/patterns.md,
everything-claude-code,rule,perl,perl/security,no,,,,rules/perl/security.md,
everything-claude-code,rule,perl,perl/testing,no,,python/testing (69%),,rules/perl/testing.md,
everything-claude-code,rule,php,php/coding-style,no,,python/coding-style (86%),,rules/php/coding-style.md,
everything-claude-code,rule,php,php/hooks,no,,,,rules/php/hooks.md,
everything-claude-code,rule,php,php/patterns,no,,,,rules/php/patterns.md,
everything-claude-code,rule,php,php/security,no,,,,rules/php/security.md,
everything-claude-code,rule,php,php/testing,no,,python/testing (80%),,rules/php/testing.md,
everything-claude-code,rule,python,python/coding-style,yes,rule:rules/python/coding-style,,,rules/python/coding-style.md,
everything-claude-code,rule,python,python/hooks,no,,python/safety (64%),,rules/python/hooks.md,
everything-claude-code,rule,python,python/patterns,no,,python/testing (69%),,rules/python/patterns.md,
everything-claude-code,rule,python,python/security,no,,python/safety (79%),,rules/python/security.md,
everything-claude-code,rule,python,python/testing,yes,rule:rules/python/testing,,,rules/python/testing.md,
everything-claude-code,rule,rules,3d,no,,,,skills/remotion-video-creation/rules/3d.md,3D content in Remotion using Three.js and React Three Fiber.
everything-claude-code,rule,rules,README,no,,,,rules/README.md,
everything-claude-code,rule,rules,animations,no,,,,skills/remotion-video-creation/rules/animations.md,Fundamental animation skills for Remotion
everything-claude-code,rule,rules,assets,no,,,,skills/remotion-video-creation/rules/assets.md,"Importing images, videos, audio, and fonts into Remotion"
everything-claude-code,rule,rules,audio,no,,,,skills/remotion-video-creation/rules/audio.md,"Using audio and sound in Remotion - importing, trimming, volume, speed, pitch"
everything-claude-code,rule,rules,calculate-metadata,no,,,,skills/remotion-video-creation/rules/calculate-metadata.md,"Dynamically set composition duration, dimensions, and props"
everything-claude-code,rule,rules,can-decode,no,,,,skills/remotion-video-creation/rules/can-decode.md,Check if a video can be decoded by the browser using Mediabunny
everything-claude-code,rule,rules,charts,no,,,,skills/remotion-video-creation/rules/charts.md,"Chart and data visualization patterns for Remotion. Use when creating bar charts, pie charts, histograms, progress bars, or any data-driven animations."
everything-claude-code,rule,rules,common-agents,no,,,,.cursor/rules/common-agents.md,"Agent orchestration: available agents, parallel execution, multi-perspective analysis"
everything-claude-code,rule,rules,common-coding-style,no,,python/coding-style (74%),,.cursor/rules/common-coding-style.md,"ECC coding style: immutability, file organization, error handling, validation"
everything-claude-code,rule,rules,common-development-workflow,no,,,,.cursor/rules/common-development-workflow.md,"Development workflow: plan, TDD, review, commit pipeline"
everything-claude-code,rule,rules,common-git-workflow,no,,,,.cursor/rules/common-git-workflow.md,"Git workflow: conventional commits, PR process"
everything-claude-code,rule,rules,common-hooks,no,,,,.cursor/rules/common-hooks.md,"Hooks system: types, auto-accept permissions, TodoWrite best practices"
everything-claude-code,rule,rules,common-patterns,no,,,,.cursor/rules/common-patterns.md,"Common patterns: repository, API response, skeleton projects"
everything-claude-code,rule,rules,common-performance,no,,,,.cursor/rules/common-performance.md,"Performance: model selection, context management, build troubleshooting"
everything-claude-code,rule,rules,common-security,no,,,,.cursor/rules/common-security.md,"Security: mandatory checks, secret management, response protocol"
everything-claude-code,rule,rules,common-testing,no,,python/testing (64%),,.cursor/rules/common-testing.md,"Testing requirements: 80% coverage, TDD workflow, test types"
everything-claude-code,rule,rules,compositions,no,,,,skills/remotion-video-creation/rules/compositions.md,"Defining compositions, stills, folders, default props and dynamic metadata"
everything-claude-code,rule,rules,display-captions,no,,,,skills/remotion-video-creation/rules/display-captions.md,Displaying captions in Remotion with TikTok-style pages and word highlighting
everything-claude-code,rule,rules,everything-claude-code-guardrails,no,,,,.claude/rules/everything-claude-code-guardrails.md,
everything-claude-code,rule,rules,extract-frames,no,,,,skills/remotion-video-creation/rules/extract-frames.md,Extract frames from videos at specific timestamps using Mediabunny
everything-claude-code,rule,rules,fonts,no,,,,skills/remotion-video-creation/rules/fonts.md,Loading Google Fonts and local fonts in Remotion
everything-claude-code,rule,rules,get-audio-duration,no,,,,skills/remotion-video-creation/rules/get-audio-duration.md,Getting the duration of an audio file in seconds with Mediabunny
everything-claude-code,rule,rules,get-video-dimensions,no,,,,skills/remotion-video-creation/rules/get-video-dimensions.md,Getting the width and height of a video file with Mediabunny
everything-claude-code,rule,rules,get-video-duration,no,,,,skills/remotion-video-creation/rules/get-video-duration.md,Getting the duration of a video file in seconds with Mediabunny
everything-claude-code,rule,rules,gif,no,,,,skills/remotion-video-creation/rules/gifs.md,"Displaying GIFs, APNG, AVIF and WebP in Remotion"
everything-claude-code,rule,rules,golang-coding-style,no,,python/coding-style (74%),,.cursor/rules/golang-coding-style.md,Go coding style extending common rules
everything-claude-code,rule,rules,golang-hooks,no,,,,.cursor/rules/golang-hooks.md,Go hooks extending common rules
everything-claude-code,rule,rules,golang-patterns,no,,,,.cursor/rules/golang-patterns.md,Go patterns extending common rules
everything-claude-code,rule,rules,golang-security,no,,,,.cursor/rules/golang-security.md,Go security extending common rules
everything-claude-code,rule,rules,golang-testing,no,,python/testing (64%),,.cursor/rules/golang-testing.md,Go testing extending common rules
everything-claude-code,rule,rules,images,no,,,,skills/remotion-video-creation/rules/images.md,Embedding images in Remotion using the <Img> component
everything-claude-code,rule,rules,import-srt-captions,no,,,,skills/remotion-video-creation/rules/import-srt-captions.md,Importing .srt subtitle files into Remotion using @remotion/captions
everything-claude-code,rule,rules,kotlin-coding-style,no,,python/coding-style (74%),,.cursor/rules/kotlin-coding-style.md,Kotlin coding style extending common rules
everything-claude-code,rule,rules,kotlin-hooks,no,,,,.cursor/rules/kotlin-hooks.md,Kotlin hooks extending common rules
everything-claude-code,rule,rules,kotlin-patterns,no,,,,.cursor/rules/kotlin-patterns.md,Kotlin patterns extending common rules
everything-claude-code,rule,rules,kotlin-security,no,,,,.cursor/rules/kotlin-security.md,Kotlin security extending common rules
everything-claude-code,rule,rules,kotlin-testing,no,,python/testing (64%),,.cursor/rules/kotlin-testing.md,Kotlin testing extending common rules
everything-claude-code,rule,rules,lottie,no,,,,skills/remotion-video-creation/rules/lottie.md,Embedding Lottie animations in Remotion.
everything-claude-code,rule,rules,measuring-dom-nodes,no,,,,skills/remotion-video-creation/rules/measuring-dom-nodes.md,Measuring DOM element dimensions in Remotion
everything-claude-code,rule,rules,measuring-text,no,,,,skills/remotion-video-creation/rules/measuring-text.md,"Measuring text dimensions, fitting text to containers, and checking overflow"
everything-claude-code,rule,rules,node,no,,,,.claude/rules/node.md,
everything-claude-code,rule,rules,php-coding-style,no,,python/coding-style (80%),,.cursor/rules/php-coding-style.md,PHP coding style extending common rules
everything-claude-code,rule,rules,php-hooks,no,,,,.cursor/rules/php-hooks.md,PHP hooks extending common rules
everything-claude-code,rule,rules,php-patterns,no,,,,.cursor/rules/php-patterns.md,PHP patterns extending common rules
everything-claude-code,rule,rules,php-security,no,,,,.cursor/rules/php-security.md,PHP security extending common rules
everything-claude-code,rule,rules,php-testing,no,,python/testing (72%),,.cursor/rules/php-testing.md,PHP testing extending common rules
everything-claude-code,rule,rules,python-coding-style,yes,rule:rules/python/coding-style,,,.cursor/rules/python-coding-style.md,Python coding style extending common rules
everything-claude-code,rule,rules,python-hooks,no,,,,.cursor/rules/python-hooks.md,Python hooks extending common rules
everything-claude-code,rule,rules,python-patterns,no,,python/testing (62%),,.cursor/rules/python-patterns.md,Python patterns extending common rules
everything-claude-code,rule,rules,python-security,no,,python/safety (71%),,.cursor/rules/python-security.md,Python security extending common rules
everything-claude-code,rule,rules,python-testing,yes,rule:rules/python/testing,,,.cursor/rules/python-testing.md,Python testing extending common rules
everything-claude-code,rule,rules,sequencing,no,,,,skills/remotion-video-creation/rules/sequencing.md,"Sequencing patterns for Remotion - delay, trim, limit duration of items"
everything-claude-code,rule,rules,swift-coding-style,no,,python/coding-style (70%),,.cursor/rules/swift-coding-style.md,Swift coding style extending common rules
everything-claude-code,rule,rules,swift-hooks,no,,,,.cursor/rules/swift-hooks.md,Swift hooks extending common rules
everything-claude-code,rule,rules,swift-patterns,no,,,,.cursor/rules/swift-patterns.md,Swift patterns extending common rules
everything-claude-code,rule,rules,swift-security,no,,,,.cursor/rules/swift-security.md,Swift security extending common rules
everything-claude-code,rule,rules,swift-testing,no,,,,.cursor/rules/swift-testing.md,Swift testing extending common rules
everything-claude-code,rule,rules,tailwind,no,,,,skills/remotion-video-creation/rules/tailwind.md,Using TailwindCSS in Remotion.
everything-claude-code,rule,rules,text-animations,no,,,,skills/remotion-video-creation/rules/text-animations.md,Typography and text animation patterns for Remotion.
everything-claude-code,rule,rules,timing,no,,,,skills/remotion-video-creation/rules/timing.md,"Interpolation curves in Remotion - linear, easing, spring animations"
everything-claude-code,rule,rules,transcribe-captions,no,,,,skills/remotion-video-creation/rules/transcribe-captions.md,Transcribing audio to generate captions in Remotion
everything-claude-code,rule,rules,transitions,no,,,,skills/remotion-video-creation/rules/transitions.md,Fullscreen scene transitions for Remotion.
everything-claude-code,rule,rules,trimming,no,,,,skills/remotion-video-creation/rules/trimming.md,Trimming patterns for Remotion - cut the beginning or end of animations
everything-claude-code,rule,rules,typescript-coding-style,no,,,,.cursor/rules/typescript-coding-style.md,TypeScript coding style extending common rules
everything-claude-code,rule,rules,typescript-hooks,no,,,,.cursor/rules/typescript-hooks.md,TypeScript hooks extending common rules
everything-claude-code,rule,rules,typescript-patterns,no,,,,.cursor/rules/typescript-patterns.md,TypeScript patterns extending common rules
everything-claude-code,rule,rules,typescript-security,no,,,,.cursor/rules/typescript-security.md,TypeScript security extending common rules
everything-claude-code,rule,rules,typescript-testing,no,,,,.cursor/rules/typescript-testing.md,TypeScript testing extending common rules
everything-claude-code,rule,rules,videos,no,,,,skills/remotion-video-creation/rules/videos.md,"Embedding videos in Remotion - trimming, volume, speed, looping, pitch"
everything-claude-code,rule,rust,rust/coding-style,no,,python/coding-style (78%),,rules/rust/coding-style.md,
everything-claude-code,rule,rust,rust/hooks,no,,,,rules/rust/hooks.md,
everything-claude-code,rule,rust,rust/patterns,no,,,,rules/rust/patterns.md,
everything-claude-code,rule,rust,rust/security,no,,,,rules/rust/security.md,
everything-claude-code,rule,rust,rust/testing,no,,python/testing (69%),,rules/rust/testing.md,
everything-claude-code,rule,swift,swift/coding-style,no,,python/coding-style (76%),,rules/swift/coding-style.md,
everything-claude-code,rule,swift,swift/hooks,no,,,,rules/swift/hooks.md,
everything-claude-code,rule,swift,swift/patterns,no,,,,rules/swift/patterns.md,
everything-claude-code,rule,swift,swift/security,no,,,,rules/swift/security.md,
everything-claude-code,rule,swift,swift/testing,no,,python/testing (67%),,rules/swift/testing.md,
everything-claude-code,rule,typescript,typescript/coding-style,no,,python/coding-style (67%),,rules/typescript/coding-style.md,
everything-claude-code,rule,typescript,typescript/hooks,no,,,,rules/typescript/hooks.md,
everything-claude-code,rule,typescript,typescript/patterns,no,,,,rules/typescript/patterns.md,
everything-claude-code,rule,typescript,typescript/security,no,,,,rules/typescript/security.md,
everything-claude-code,rule,typescript,typescript/testing,no,,,,rules/typescript/testing.md,
everything-claude-code,rule,web,web/coding-style,no,,python/coding-style (74%),,rules/web/coding-style.md,
everything-claude-code,rule,web,web/design-quality,no,,,,rules/web/design-quality.md,
everything-claude-code,rule,web,web/hooks,no,,,,rules/web/hooks.md,
everything-claude-code,rule,web,web/patterns,no,,,,rules/web/patterns.md,
everything-claude-code,rule,web,web/performance,no,,,,rules/web/performance.md,
everything-claude-code,rule,web,web/security,no,,,,rules/web/security.md,
everything-claude-code,rule,web,web/testing,no,,python/testing (64%),,rules/web/testing.md,
everything-claude-code,rule,zh,zh/README,no,,,,rules/zh/README.md,
everything-claude-code,rule,zh,zh/agents,no,,,,rules/zh/agents.md,
everything-claude-code,rule,zh,zh/code-review,no,,,,rules/zh/code-review.md,
everything-claude-code,rule,zh,zh/coding-style,no,,python/coding-style (82%),,rules/zh/coding-style.md,
everything-claude-code,rule,zh,zh/development-workflow,no,,,,rules/zh/development-workflow.md,
everything-claude-code,rule,zh,zh/git-workflow,no,,,,rules/zh/git-workflow.md,
everything-claude-code,rule,zh,zh/hooks,no,,,,rules/zh/hooks.md,
everything-claude-code,rule,zh,zh/patterns,no,,,,rules/zh/patterns.md,
everything-claude-code,rule,zh,zh/performance,no,,,,rules/zh/performance.md,
everything-claude-code,rule,zh,zh/security,no,,,,rules/zh/security.md,
everything-claude-code,rule,zh,zh/testing,no,,python/testing (75%),,rules/zh/testing.md,
everything-claude-code,skill,skills,agent-eval,no,,,,skills/agent-eval/SKILL.md,"Head-to-head comparison of coding agents (Claude Code, Aider, Codex, etc.) on custom tasks with pass rate, cost, time, and consistency metrics"
