id,kind,category,name,harnesses,in_ours,fable_useful,fable_reason,fable_tag,gpt_useful,gpt_reason,gpt_tag,consensus,agree,description
skill:continuousagentloop,skill,skills,continuous-agent-loop,everything-claude-code,,maybe,Autonomous loop patterns with quality gates; useful conceptually but speculative for typical workflow.,agent-orchestration,yes,Autonomous loop patterns with gates and recovery controls are language-neutral agent workflow infrastructure.,agent-orchestration,review,no,"Patterns for continuous autonomous agent loops with quality gates, evals, and recovery controls."
skill:dashboardbuilder,skill,skills,dashboard-builder,everything-claude-code,,maybe,Grafana/SigNoz dashboard guidance; useful only when doing observability work.,devops,yes,Monitoring dashboards are useful DevOps support for Python services.,devops,review,no,"Build monitoring dashboards that answer real operator questions for Grafana, SigNoz, and similar platforms. Use when turning metrics into a working dashboard instead of a vanity board."
skill:datascraperagent,skill,skills,data-scraper-agent,everything-claude-code,,maybe,"Scheduled scraping agent template; generic but narrow, project-specific rather than harness capability.",niche,yes,Data scraping agents are common Python automation workflows.,python,review,no,"Build a fully automated AI-powered data collection agent for any public source — job boards, prices, news, GitHub, sports, anything. Scrapes on a schedule, enriches data with a free LLM (Gemini Flash), stores results in Notion/Sheets/Supabase, and learns from user feedback. Runs 100% free on GitHub Actions. Use when the user wants to monitor, collect, or track any public data automatically."
skill:decisionmapping,skill,in-progress,decision-mapping,mattpocock_skills,,maybe,Idea-to-investigation-ticket sequencing; generic but in-progress and overlaps existing planning/beads flow.,generic-workflow,yes,Turns vague work into sequenced investigation tasks for agent execution.,generic-workflow,review,no,"Turn a loose idea into a sequenced map of investigation tickets, then drive them to resolution one at a time."
skill:deepresearch,skill,skills,deep-research,everything-claude-code; ours:.codex,yes,maybe,Solid research workflow but already present in own harness; redundant to adopt.,generic-workflow,yes,"Source-grounded research supports tooling, architecture, and dependency decisions.",docs,review,no,"Use only when the user explicitly invokes `$deep-research`, says ""use deep research"", or asks to run this specific skill. Produces decision-grade research with scoped depth, source strategy, synthesis, counterarguments, and HTML artifacts for human review. Do not trigger implicitly for ordinary analysis, brainstorming, codebase research, document review, cost estimates, or quick questions."
skill:deploydocs,skill,skills,deploy-docs,compound-engineering-plugin,,maybe,"GitHub Pages docs deployment validation; generic but thin, narrow use case.",docs,yes,Documentation deployment is useful for maintaining project docs sites.,docs,review,no,Validate and prepare documentation for GitHub Pages deployment
skill:designaninterface,skill,deprecated,design-an-interface,mattpocock_skills,,maybe,"Parallel-subagent API design exploration is generic, but skill is deprecated upstream.",generic-workflow,yes,Generic API and module interface exploration helps Python architecture decisions.,generic-workflow,review,no,"Generate multiple radically different interface designs for a module using parallel sub-agents. Use when user wants to design an API, explore interface options, compare module shapes, or mentions ""design it twice""."
skill:dmuxworkflows,skill,skills,dmux-workflows,everything-claude-code,,maybe,Parallel-agent orchestration is useful but depends on adopting the dmux tool.,agent-orchestration,yes,Generic multi-agent orchestration is useful for agentic coding workflows.,agent-orchestration,review,no,"Multi-agent orchestration using dmux (tmux pane manager for AI agents). Patterns for parallel agent workflows across Claude Code, Codex, OpenCode, and other harnesses. Use when running multiple agent sessions in parallel or coordinating multi-agent development workflows."
skill:e2etesting,skill,skills,e2e-testing,everything-claude-code,,maybe,Playwright E2E patterns typically JS-flavored; only partially transfers to Python Playwright.,testing,yes,Playwright E2E concepts apply to Python-backed web apps and CI.,testing,review,no,"Playwright E2E testing patterns, Page Object Model, configuration, CI/CD integration, artifact management, and flaky test strategies."
skill:enterpriseagentops,skill,skills,enterprise-agent-ops,everything-claude-code,,maybe,"Agent lifecycle/observability guidance is generic but enterprise-scale, marginal for a solo developer.",agent-orchestration,yes,Useful for operating long-lived agent workflows with observability and lifecycle controls.,agent-orchestration,review,no,"Operate long-lived agent workloads with observability, security boundaries, and lifecycle management."
skill:exasearch,skill,skills,exa-search,everything-claude-code,,maybe,"Generic web/code research via Exa MCP; useful only if Exa subscription exists, redundant with built-ins.",generic-workflow,yes,"Generic research/search capability supports coding, APIs, companies, and examples.",generic-workflow,review,no,"Neural search via Exa MCP for web, code, and company research. Use when the user needs web search, code examples, company intel, people lookup, or AI-powered deep research with Exa's neural search engine."
skill:exampleskill,skill,skills,example-skill,claude-plugins-official,,maybe,Skill-authoring reference template; thin but mildly useful when writing new skills.,prompt-authoring,yes,Skill template is directly useful for prompt and harness capability authoring.,prompt-authoring,review,no,"This skill should be used when the user asks to ""demonstrate skills"", ""show skill format"", ""create a skill template"", or discusses skill development patterns. Provides a reference template for creating Claude Code plugin skills."
skill:frontendslides,skill,skills,frontend-slides,everything-claude-code,,maybe,HTML presentation builder is in-scope but a narrow occasional need.,html,yes,HTML presentations are language-neutral documentation and communication artifacts.,html,review,no,"Create stunning, animation-rich HTML presentations from scratch or by converting PowerPoint files. Use when the user wants to build a presentation, convert a PPT/PPTX to web, or create slides for a talk/pitch. Helps non-designers discover their aesthetic through visual exploration rather than abstract choices."
skill:gitworkflow,skill,skills,git-workflow,everything-claude-code,,maybe,"Generic git conventions guidance; broad but thin, overlaps with model's baseline knowledge.",git,yes,"Branching, rebasing, and conflict guidance are language-neutral development essentials.",git,review,no,"Git workflow patterns including branching strategies, commit conventions, merge vs rebase, conflict resolution, and collaborative development best practices for teams of all sizes."
skill:grillwithdocs,skill,engineering,grill-with-docs,mattpocock_skills,,maybe,Redundant with grill-me; ADR/glossary output adds only marginal value.,generic-workflow,yes,Combines design stress-testing with ADR and glossary capture for durable decisions.,docs,review,no,"A relentless interview to sharpen a plan or design, which also creates docs (ADR's and glossary) as we go."
skill:grilling,skill,productivity,grilling,mattpocock_skills,,maybe,Duplicate of grill-me from same author; redundant variant.,generic-workflow,yes,Plan stress-testing is language-neutral and useful before risky implementation.,generic-workflow,review,no,"Interview the user relentlessly about a plan or design. Use when the user wants to stress-test a plan before building, or uses any 'grill' trigger phrases."
skill:harnessadopt,skill,skills,harness-adopt,mvp:mvp-plugin,yes,maybe,Only useful if adopting that specific mvp-plugin harness; otherwise inapplicable.,niche,yes,Adapting an agent harness to repositories directly supports Python-centric workflows.,agent-orchestration,review,no,"Adapt the freshly-copied agent harness to the current repository. Use after /mvp-plugin:adopt has laid the files down, or when asked to fill the project overlay, refresh repo facts, or produce a harness adoption report. Fills .claude/project/* and .codex/project/* from repo reality and recommends repo-specific automations — without rewriting the reusable core."
skill:harnessevaluate,skill,skills,harness-evaluate,ours:.claude,yes,maybe,Harness-curation meta-tooling; useful only when maintaining reference-harness pipelines.,niche,yes,Evaluating harness capabilities helps improve reusable agent-coding workflows.,agent-orchestration,review,no,"Evaluate a reference-harness capability (from /harness-scan drift or gap output) against our own harness and decide how to absorb it — fold into the mvp-plugin template, make a new plugin, merge into an existing plugin, or reject/defer — then drive the sync-back. Use when curating reference_harnesses/* into mvp-harness."
skill:implement,skill,engineering,implement,mattpocock_skills,,maybe,"Generic PRD-to-implementation flow, but thin and overlaps existing planning/execution skills.",generic-workflow,yes,Generic workflow for turning PRDs or issues into implementation work.,generic-workflow,review,no,Implement a piece of work based on a PRD or set of issues.
skill:jiraintegration,skill,skills,jira-integration,everything-claude-code,,maybe,Generic Jira API/MCP patterns; useful only if the developer uses Jira.,devops,yes,Issue retrieval and status updates are generic project workflow automation.,generic-workflow,review,no,"Use this skill when retrieving Jira tickets, analyzing requirements, updating ticket status, adding comments, or transitioning issues. Provides Jira API patterns via MCP or direct REST calls."
skill:lfg,skill,skills,lfg,compound-engineering-plugin,,maybe,Generic autonomous workflow but thin description; redundant with existing planning/execution skills.,generic-workflow,yes,Autonomous engineering workflow is generic and directly relevant to agent coding.,agent-orchestration,review,no,Full autonomous engineering workflow
skill:migrateclaudetocodex,skill,skills,migrate-claude-to-codex,ours:.codex,yes,maybe,Useful only if migrating harness assets to Codex; niche one-time tooling task.,agent-orchestration,yes,Useful for converting legacy Claude harness assets into Codex-native agent workflow.,agent-orchestration,review,no,"Migrate a Claude Code harness into Codex-native repo assets. Use when a repository has .claude agents, commands, skills, hooks, rules, docs, or project overlays that should become .codex skills, agents, hooks, rules, config, and project docs; also use when verifying whether Codex can discover the migrated harness."
skill:nutrientdocumentprocessing,skill,skills,nutrient-document-processing,everything-claude-code,,maybe,Generic document processing via third-party paid API; niche unless user needs it.,niche,yes,API-based document processing can support Python projects handling PDFs and office files.,generic-workflow,review,no,"Process, convert, OCR, extract, redact, sign, and fill documents using the Nutrient DWS API. Works with PDFs, DOCX, XLSX, PPTX, HTML, and images."
skill:playground,skill,skills,playground,claude-plugins-official,,yes,"Self-contained interactive HTML playgrounds, directly in HTML scope.",html,maybe,HTML prompt playgrounds are useful for demos but peripheral to coding workflows.,html,review,no,"Creates interactive HTML playgrounds — self-contained single-file explorers that let users configure something visually through controls, see a live preview, and copy out a prompt. Use when the user asks to make a playground, explorer, or interactive tool for a topic."
skill:preparephases,skill,skills,prepare-phases,ours:.codex,yes,maybe,Already ships in developer's own harness; adopting it again is redundant.,generic-workflow,yes,"Turns research into tracked workstreams, useful for agentic planning and execution control.",agent-orchestration,review,no,"Turn input documents or research notes into a Beads-backed workstream: brainstorm, roadmap, and seeded epics/stages. Use when asked to prepare phase execution, convert research into a workstream, or create Beads-backed implementation phases."
skill:productlens,skill,skills,product-lens,everything-claude-code,,maybe,Generic product-direction validation; marginal for a solo coding-focused workflow.,generic-workflow,yes,Useful for pressure-testing product direction before committing coding effort.,generic-workflow,review,no,"Use this skill to validate the ""why"" before building, run product diagnostics, and pressure-test product direction before the request becomes an implementation contract."
skill:projectartifact,skill,skills,project-artifact,claude-plugins-official,,maybe,Status-page generation is generic but thin; developer prefers local reports.,docs,yes,Status artifacts help communicate larger engineering projects and workstreams clearly.,docs,review,no,"Generate and publish a project status artifact — an opinionated, tabbed status page for a project too big for one update (overview & success criteria, the workstream sequence, next steps, plus background, plan, risks & open questions, and decisions/FAQ when they earn a tab) — published with the built-in Artifact tool to a default-private claude.ai page the user can share with teammates. Use when a"
skill:promptoptimizer,skill,skills,prompt-optimizer,everything-claude-code,,maybe,"Prompt optimization is relevant, but empty description makes value unverifiable.",prompt-authoring,yes,Prompt optimization is useful for maintaining agent harness prompts and workflows.,prompt-authoring,review,no,>-
skill:prototype,skill,engineering,prototype,mattpocock_skills,,maybe,"Throwaway-prototype pattern is generic, but UI-variation half is frontend-oriented.",generic-workflow,yes,"Throwaway prototypes are useful for validating business logic, CLI flows, or UI concepts.",generic-workflow,review,no,"Build a throwaway prototype to flesh out a design — a runnable terminal app for state/business-logic questions, or several radically different UI variations toggleable from one route."
skill:ralphinhorfcpipeline,skill,skills,ralphinho-rfc-pipeline,everything-claude-code,,maybe,Multi-agent DAG orchestration is relevant but heavyweight and likely over-engineered.,agent-orchestration,yes,Multi-agent RFC execution and quality gates are useful for structured agent workflows.,agent-orchestration,review,no,"RFC-driven multi-agent DAG execution pattern with quality gates, merge queues, and work unit orchestration."
skill:refreshharnessfromreference,skill,skills,refresh-harness-from-reference,ours:.claude,yes,yes,Our own harness-curation skill; core to reference-harness absorption workflow.,agent-orchestration,maybe,Useful only when actively curating agent harnesses from reference repos.,agent-orchestration,review,no,"Compare a newly added harness repo under `reference_harnesses/` against the existing reference repos, `harness_learnings/`, and `project_agnostic_claude_setup/`. Use when a new reference harness has been cloned or updated and you want to selectively absorb only the smallest durable improvements into the local learnings and reusable harness without cargo-culting whole workflows."
skill:reposcan,skill,skills,repo-scan,everything-claude-code,,maybe,Generic repo audit but niche; embedded-library detection rarely needed in typical Python projects.,niche,yes,Generic repository audit capability with useful HTML reporting.,generic-workflow,review,no,"Cross-stack source code asset audit — classifies every file, detects embedded third-party libraries, and delivers actionable four-level verdicts per module with interactive HTML reports."
skill:requestrefactorplan,skill,deprecated,request-refactor-plan,mattpocock_skills,,maybe,Deprecated; refactor planning useful but redundant with existing planning skills.,generic-workflow,yes,Generic incremental refactor planning and GitHub issue capture.,generic-workflow,review,no,"Create a detailed refactor plan with tiny commits via user interview, then file it as a GitHub issue. Use when user wants to plan a refactor, create a refactoring RFC, or break a refactor into safe incremental steps."
skill:tddworkflow,skill,skills,tdd-workflow,everything-claude-code,,maybe,Generic TDD but rigid 80% coverage mandate and redundant with leaner TDD skills.,testing,yes,"Useful generic TDD workflow, though coverage and E2E mandates may need tuning.",testing,review,no,"Use this skill when writing new features, fixing bugs, or refactoring code. Enforces test-driven development with 80%+ coverage including unit, integration, and E2E tests."
skill:teambuilder,skill,skills,team-builder,everything-claude-code,,maybe,Interactive parallel-agent picker; generic but thin and parallel teams add coordination risk.,agent-orchestration,yes,"Agent team composition is useful for parallel research, review, and implementation.",agent-orchestration,review,no,Interactive agent picker for composing and dispatching parallel teams
skill:toprd,skill,engineering,to-prd,mattpocock_skills,,maybe,Conversation-to-PRD synthesis is handy but niche and easily done ad hoc.,docs,yes,Conversation-to-PRD synthesis is useful for documenting Python project requirements.,docs,review,no,"Turn the current conversation into a PRD and publish it to the project issue tracker — no interview, just synthesis of what you've already discussed."
skill:todocreate,skill,skills,todo-create,compound-engineering-plugin,,maybe,"Generic durable todo tracking, but redundant with existing Beads issue tracker.",generic-workflow,yes,Durable task tracking helps preserve findings and follow-up work across coding sessions.,generic-workflow,review,no,"Use when creating durable work items, managing todo lifecycle, or tracking findings across sessions in the file-based todo system"
skill:todoresolve,skill,skills,todo-resolve,compound-engineering-plugin,,maybe,Batch-resolving todos is generic but redundant with Beads-based tracking.,generic-workflow,yes,"Batch-closing reviewed work items is useful after triage, fixes, and review cycles.",generic-workflow,review,no,"Use when batch-resolving approved todos, especially after code review or triage sessions"
skill:todotriage,skill,skills,todo-triage,compound-engineering-plugin,,maybe,Triage of review findings is useful but overlaps existing issue-tracker workflow.,generic-workflow,yes,Prioritizing pending work and review findings is broadly useful for agent workflows.,generic-workflow,review,no,"Use when reviewing pending todos for approval, prioritizing code review findings, or interactively categorizing work items"
agent:agentcreator,agent,agents,agent-creator,claude-plugins-official,,maybe,"Agent creation is generically useful, but empty description makes value unverifiable.",agent-orchestration,maybe,"Potentially useful for reusable agent authoring, but description is too thin to judge strongly.",agent-orchestration,marginal,yes,|
agent:analyzer,agent,agents,analyzer,claude-plugins-official,,maybe,No description at all; cannot establish concrete value beyond generic name.,niche,maybe,"Generic analysis agent may help, but missing description makes value unclear.",generic-workflow,marginal,yes,
agent:commentanalyzer,agent,agents,comment-analyzer,claude-plugins-official; everything-claude-code,,maybe,"Comment/docstring accuracy checks help, but narrow; overlaps with general code review.",docs,maybe,"Useful for Python docstrings and generated docs, but narrow and easy to overuse.",docs,marginal,yes,"Use this agent when you need to analyze code comments for accuracy, completeness, and long-term maintainability. This includes (1) after generating large documentation comments or docstrings, (2) before finalizing a pull request that adds or modifies comments, (3) when reviewing existing comments for potential technical debt or comment rot, and (4) when you need to verify that comments accurately "
agent:constitutionalvalidator,agent,agents,constitutional-validator,claude-code-best-practice,,maybe,Needs a project constitution doc; marginal unless that governance style is adopted.,niche,maybe,Useful only for projects with explicit constitutions or strong design principles.,generic-workflow,marginal,yes,"Validates roadmap items, features, and technical decisions against the project's constitution, principles, and core values. Ensures all proposals align with the mission, established methodology, and design principles before implementation proceeds."
agent:conversationanalyzer,agent,agents,conversation-analyzer,claude-plugins-official; everything-claude-code,,maybe,Transcript mining for hook candidates is clever but tied to hookify; narrow value.,agent-orchestration,maybe,"Harness transcript analysis can improve hooks, but applies only to meta-workflow tuning.",agent-orchestration,marginal,yes,"Use this agent when analyzing conversation transcripts to find behaviors worth preventing with hooks. Typical triggers include the /hookify command being invoked without arguments, or the user explicitly asking to look back at the current conversation and surface mistakes that should be prevented in the future. See ""When to invoke"" in the agent body for worked scenarios."
agent:designiterator,agent,design,design-iterator,compound-engineering-plugin,,maybe,"Screenshot-driven UI refinement could help occasional HTML dashboards, but marginal for Python work",niche,maybe,"Helps polish HTML UI, but narrow and design-heavy.",html,marginal,yes,"Iteratively refines UI design through N screenshot-analyze-improve cycles. Use PROACTIVELY when design changes aren't coming together after 1-2 attempts, or when user requests iterative refinement."
agent:developmentworkflowsresearchagent,agent,agents,development-workflows-research-agent,claude-code-best-practice,,maybe,"Researching Claude Code workflow repos is niche one-off tooling, thin value",niche,maybe,"Useful for harness research, but narrow and meta-workflow focused.",agent-orchestration,marginal,yes,"Research agent that fetches GitHub repos, counts agents/skills/commands, gets star counts, and analyzes Claude Code workflow repositories"
agent:ganevaluator,agent,agents,gan-evaluator,everything-claude-code,,maybe,Playwright-based app scoring loop; interesting pattern but web-app niche,agent-orchestration,maybe,"Evaluator loop is useful, but Playwright app scoring is narrow.",testing,marginal,yes,"GAN Harness — Evaluator agent. Tests the live running application via Playwright, scores against rubric, and provides actionable feedback to the Generator."
agent:gangenerator,agent,agents,gan-generator,everything-claude-code,,maybe,Generator half of GAN loop; pattern is generic but redundant with existing workflow,agent-orchestration,maybe,Spec-driven generator loop is useful but redundant with general agents.,agent-orchestration,marginal,yes,"GAN Harness — Generator agent. Implements features according to the spec, reads evaluator feedback, and iterates until quality threshold is met."
agent:ganplanner,agent,agents,gan-planner,everything-claude-code,,maybe,One-line-to-spec expansion is generic but redundant with existing planning skills,generic-workflow,maybe,"Expands prompts into specs, but product-planning focus is marginal.",generic-workflow,marginal,yes,"GAN Harness — Planner agent. Expands a one-line prompt into a full product specification with features, sprints, evaluation criteria, and design direction."
agent:grader,agent,agents,grader,claude-plugins-official,,maybe,"No description; purpose unclear, cannot establish concrete value.",niche,maybe,"Potentially useful evaluation role, but description is empty and value is unclear.",niche,marginal,yes,
agent:pluginvalidator,agent,agents,plugin-validator,claude-plugins-official,,maybe,"Plugin validation could aid harness curation, but description is empty/unverifiable.",prompt-authoring,maybe,"Plugin validation may help harness authoring, but description is too thin to trust.",niche,marginal,yes,|
agent:skillreviewer,agent,agents,skill-reviewer,claude-plugins-official,,maybe,Reviewing skill files is generic but no description; value unclear and thin.,prompt-authoring,maybe,"Potentially useful for skill quality, but description is effectively missing.",prompt-authoring,marginal,yes,|
agent:slackresearcher,agent,research,slack-researcher,compound-engineering-plugin,,maybe,"Generic org-context search, but only useful if developer's team uses Slack heavily.",niche,maybe,Useful only when organizational Slack context exists and is accessible.,niche,marginal,yes,"Searches Slack for organizational context relevant to the current task -- decisions, constraints, and discussions that may not be documented elsewhere. Use when the user explicitly asks to search Slack for context during ideation, planning, or brainstorming. Always surfaces the workspace identity so the user can verify the correct Slack instance was searched."
agent:technicalctoadvisor,agent,agents,technical-cto-advisor,claude-code-best-practice,,maybe,"Generic architecture-alignment persona but vague, org-standards flavored, marginal for solo developer.",niche,maybe,"Helpful for major technical decisions, but too heavyweight for routine solo work.",generic-workflow,marginal,yes,"Use this agent to align technological decisions with engineering principles and organizational standards. This agent acts as a CTO, evaluating technical recommendations against established engineering frameworks, risk assessment methodologies, and business alignment criteria before documentation creation. It ensures all technical decisions follow systematic methodology, evidence-based risk reducti"
agent:uxdesigner,agent,agents,ux-designer,claude-code-best-practice,,maybe,"Generic UX brief writer; marginal for backend Python work, occasional HTML use.",niche,maybe,"Useful for occasional product flows, but marginal for Python-centric coding.",niche,marginal,yes,"Produces a concise, accessible UX brief with flows, states, and annotations."
agent:versiondeltaanalyst,agent,agents,version-delta-analyst,claude-plugins-official,,no,Targets .NET/Java/Spring version migrations; examples define scope outside Python.,other-language,yes,Generic stack migration analysis can help Python dependency and runtime upgrades.,devops,review,no,"Identifies the breaking changes between two versions of the SAME stack (e.g. .NET Framework 4.8 → .NET 8, Java 8 → 17/21, Spring Boot 2 → 3) that actually bite a given codebase, and drives the ecosystem's migration tooling. Use for same-stack uplifts, where code is preserved and tweaked — not rewritten from intent. (Note: some ""same-stack"" bumps are really rewrites — Python 2 → 3 with pervasive st"
command:addlanguagerules,command,commands,add-language-rules,everything-claude-code,,maybe,Scaffolding per-language rule files is generic but thin; easy to do manually.,prompt-authoring,maybe,"Could add Python rules, but scaffold sounds generic and thin.",generic-workflow,marginal,yes,Workflow command scaffold for add-language-rules in everything-claude-code.
command:buildfix,command,commands,build-fix,everything-claude-code,,maybe,Build-fixing is generic but empty description gives no evidence of substance.,generic-workflow,maybe,"Potentially useful for build failures, but description is missing and scope is unclear.",testing,marginal,yes,
command:cancelralph,command,commands,cancel-ralph,claude-plugins-official,,maybe,Only useful if adopting the Ralph Loop plugin; narrow control command.,niche,maybe,Only useful for users running Ralph Loop workflows.,agent-orchestration,marginal,yes,Cancel active Ralph Loop
command:checkpoint,command,commands,checkpoint,everything-claude-code,,maybe,Progress checkpointing is generically useful but empty description suggests thin implementation.,generic-workflow,maybe,"Checkpointing can help workflow continuity, but description is missing.",generic-workflow,marginal,yes,
command:configure,command,commands,configure,claude-plugins-official,,maybe,Interactive toggle only for hookify rules; useful solely if that system is adopted.,niche,maybe,Useful only if adopting hookify; otherwise just configuration ceremony.,generic-workflow,marginal,yes,Enable or disable hookify rules interactively
command:evolve,command,commands,evolve,everything-claude-code,,maybe,Generic instinct-evolution idea but vague and tied to that harness's learning system.,generic-workflow,maybe,Vague self-improvement workflow; potentially useful but underspecified.,niche,marginal,yes,Analyze instincts and suggest or generate evolved structures
command:featuredevelopment,command,commands,feature-development,everything-claude-code,,maybe,Thin scaffold duplicating feature-dev; little added value.,generic-workflow,maybe,"Feature workflow is useful, but scaffold description suggests thin implementation.",generic-workflow,marginal,yes,Workflow command scaffold for feature-development in everything-claude-code.
command:harnessaudit,command,commands,harness-audit,everything-claude-code,,maybe,Harness auditing sounds generic-useful but has no description to confirm value.,generic-workflow,maybe,"Likely generic harness auditing, but empty description makes value uncertain.",generic-workflow,marginal,yes,
command:hookifyhelp,command,commands,hookify-help,everything-claude-code,,maybe,Thin help command; marginal companion to hookify.,niche,maybe,Help command is thin but useful when managing hookify rules.,agent-orchestration,marginal,yes,Get help with the hookify system
command:learn,command,commands,learn,everything-claude-code,,maybe,No description; likely session-learning capture but too thin to judge confidently.,generic-workflow,maybe,"Likely project-memory related, but description is empty and value unclear.",generic-workflow,marginal,yes,
command:list,command,commands,list,claude-plugins-official,,maybe,Thin utility tied to hookify plugin; marginal standalone value.,niche,maybe,Hook rule listing is useful only if hookify is adopted.,niche,marginal,yes,List all configured hookify rules
command:loopstart,command,commands,loop-start,everything-claude-code,,maybe,"Empty description; presumably loop control, too thin to assess value.",niche,maybe,"Potentially useful agent loop control, but description is empty.",agent-orchestration,marginal,yes,
command:loopstatus,command,commands,loop-status,everything-claude-code,,maybe,"Empty description; companion status check, marginal on its own.",niche,maybe,"Potentially useful loop observability, but description is empty.",agent-orchestration,marginal,yes,
command:modelroute,command,commands,model-route,everything-claude-code,,maybe,Undocumented; model routing could help orchestration but value unverifiable.,agent-orchestration,maybe,"Model routing can help agent workflows, but behavior is unspecified.",agent-orchestration,marginal,yes,
command:modernizereimagine,command,commands,modernize-reimagine,claude-plugins-official,,maybe,"Heavyweight multi-agent greenfield rebuild; rarely needed, high ceremony.",niche,maybe,Greenfield multi-agent rebuild is useful but high-ceremony and risky.,agent-orchestration,marginal,yes,"Multi-agent greenfield rebuild — extract specs from legacy, design AI-native, scaffold & validate with HITL"
command:multibackend,command,commands,multi-backend,everything-claude-code,,maybe,"No description; backend multi-agent command may apply, value unverifiable",agent-orchestration,maybe,"Backend-oriented name is relevant, but empty description makes value unclear.",niche,marginal,yes,
command:multiexecute,command,commands,multi-execute,everything-claude-code,,maybe,"No description; likely parallel multi-agent execution, plausibly generic but thin",agent-orchestration,maybe,"Likely parallel execution orchestration, but empty description makes adoption risk unclear.",agent-orchestration,marginal,yes,
command:projects,command,commands,projects,everything-claude-code,,maybe,Only lists instinct statistics; useful solely if adopting the instinct system,niche,maybe,Project instinct statistics are potentially useful but niche harness-memory management.,niche,marginal,yes,List known projects and their instinct statistics
command:promote,command,commands,promote,everything-claude-code,,maybe,Promotes instincts to global scope; niche piece of a learning system,niche,maybe,Promoting reusable project instincts is useful only if that memory system exists.,niche,marginal,yes,Promote project-scoped instincts to global scope
command:prune,command,commands,prune,everything-claude-code,,maybe,Cleans stale instincts; only relevant if instinct system is adopted,niche,maybe,Maintenance for an instinct system is useful only if adopting that memory workflow.,niche,marginal,yes,Delete pending instincts older than 30 days that were never promoted
command:qualitygate,command,commands,quality-gate,everything-claude-code,,maybe,"Generic pre-ship quality gate; no description, likely redundant with existing verification skills.",generic-workflow,maybe,"Potentially useful generic check gate, but description is empty and scope unclear.",testing,marginal,yes,
command:quizme,command,commands,quiz-me,compound-engineering-plugin,,maybe,"Self-quiz on session learnings is generic but low-value, marginal utility.",niche,maybe,"Can help learning or review, but marginal for day-to-day coding harness work.",niche,marginal,yes,
command:ralphloop,command,commands,ralph-loop,claude-plugins-official,,maybe,Autonomous retry-until-done loop is generic but risky and niche.,agent-orchestration,maybe,"Agent loop runner could help iterative work, but description is vague.",agent-orchestration,marginal,yes,Start Ralph Loop in current session
command:rulesdistill,command,commands,rules-distill,everything-claude-code,,maybe,"Legacy shim only; the underlying skill matters, shim itself is redundant.",niche,maybe,"Useful for maintaining harness rules, but legacy shim lowers adoption value.",prompt-authoring,marginal,yes,Legacy slash-entry shim for the rules-distill skill. Prefer the skill directly.
command:skillhealth,command,commands,skill-health,everything-claude-code,,maybe,Skill portfolio analytics dashboard is generic but low-value nice-to-have.,prompt-authoring,maybe,"Skill analytics can help, but dashboard value is marginal for one developer.",niche,marginal,yes,Show skill portfolio health dashboard with charts and analytics
command:teachme,command,commands,teach-me,compound-engineering-plugin,,maybe,Undescribed teaching command; generic learning aid but thin and redundant with existing teach-session.,generic-workflow,maybe,"Could support learning from sessions, but empty description makes scope unclear.",niche,marginal,yes,
command:workflowsbestpracticeworkflowclaudecommands,command,best-practice,workflows/best-practice/workflow-claude-commands,claude-code-best-practice,,maybe,Tracking Claude command doc drift is generic harness maintenance but narrow value.,generic-workflow,maybe,"Tracking Claude command changes helps harness maintenance, but is vendor-specific.",agent-orchestration,marginal,yes,Track Claude Code commands report changes and find what needs updating
command:workflowsbestpracticeworkflowclaudesettings,command,best-practice,workflows/best-practice/workflow-claude-settings,claude-code-best-practice,,maybe,"Tracking settings changes is generic harness maintenance but narrow, marginal value.",generic-workflow,maybe,"Tracking Claude settings changes helps harness maintenance, but is vendor-specific.",agent-orchestration,marginal,yes,Track Claude Code settings report changes and find what needs updating
hook:basepy,hook,hooks,_base.py,claude-plugins-official,,maybe,Python base module for hooks; useful pattern only if adopting Python-based hooks.,python,maybe,"Potential Python hook base infrastructure, but empty description limits confidence.",python,marginal,yes,
hook:afterfileeditjs,hook,hooks,after-file-edit.js,everything-claude-code,,no,"JavaScript hook implementation; Node ecosystem, out of scope.",other-language,yes,Generic post-edit automation hook; JavaScript implementation is incidental.,generic-workflow,review,no,
hook:aftermcpexecutionjs,hook,hooks,after-mcp-execution.js,everything-claude-code,,no,"JavaScript hook implementation; Node ecosystem, out of scope.",other-language,yes,Generic MCP post-execution hook supports agent tool governance.,agent-orchestration,review,no,
hook:aftershellexecutionjs,hook,hooks,after-shell-execution.js,everything-claude-code,,no,"JavaScript hook implementation; Node ecosystem, out of scope.",other-language,yes,Generic shell execution hook useful for logging or guardrails.,shell,review,no,
hook:autotmuxdevjs,hook,hooks,auto-tmux-dev.js,everything-claude-code,,no,tmux idea is generic but implementation is JavaScript/Node; out of scope.,other-language,yes,tmux automation is useful for long-running Python development workflows.,devops,review,no,
hook:beforemcpexecutionjs,hook,hooks,before-mcp-execution.js,everything-claude-code,,no,"JavaScript hook implementation; Node ecosystem, out of scope.",other-language,yes,Generic MCP pre-execution guardrail hook helps control tool usage.,agent-orchestration,review,no,
hook:beforereadfilejs,hook,hooks,before-read-file.js,everything-claude-code,,no,"JavaScript hook implementation; Node ecosystem, out of scope.",other-language,yes,"Generic pre-read hook can enforce context, privacy, or logging policies.",generic-workflow,review,no,
